CIK,start_date,start_price,six_month_price,three_year_price,return_6m,return_3y,random_predict,lgbm_predict,nn_predict,random_desired_invest,random_actual_invest,random_profit_this_ipo,random_cumulative_profit,random_capital_after_ipo,lgbm_desired_invest,lgbm_actual_invest,lgbm_profit_this_ipo,lgbm_cumulative_profit,lgbm_capital_after_ipo,nn_desired_invest,nn_actual_invest,nn_profit_this_ipo,nn_cumulative_profit,nn_capital_after_ipo,lgbm_prob_6m,lgbm_prob_3y,nn_prob_6m,nn_prob_3y,true_6m,true_3y
1842329,2021-03-10,9.9700,9.8500,10.2000,-0.0120,0.0231,6M:1 3Y:0,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,-1.2036,5792.7900,105792.7900,0.0000,0.0000,0.0000,32492.6149,132492.6149,0.0000,0.0000,0.0000,27386.9139,127386.9139,0.0109,0.0005,0.4706,0.2055,0,0
1595527,2020-08-18,131.9700,74.7600,6.5900,-0.4335,-0.9501,6M:1 3Y:0,6M:1 3Y:0,6M:0 3Y:0,100.0000,100.0000,-43.3508,5749.4392,105749.4392,100.0000,100.0000,-43.3508,32449.2642,132449.2642,0.0000,0.0000,0.0000,27386.9139,127386.9139,0.7219,0.0051,0.4991,0.3638,0,0
1773383,2019-08-01,23.8500,28.6800,37.6300,0.2025,0.5778,6M:0 3Y:0,6M:1 3Y:1,6M:1 3Y:1,0.0000,0.0000,0.0000,5749.4392,105749.4392,200.0000,200.0000,78.0294,32527.2935,132527.2935,200.0000,200.0000,78.0294,27464.9433,127464.9433,0.9827,0.6185,0.5161,0.5219,1,1
1596993,2014-05-08,9.0800,6.8400,4.3300,-0.2467,-0.5231,6M:1 3Y:0,6M:0 3Y:0,6M:1 3Y:0,100.0000,100.0000,-24.6696,5724.7696,105724.7696,0.0000,0.0000,0.0000,32527.2935,132527.2935,100.0000,100.0000,-24.6696,27440.2737,127440.2737,0.2047,0.1938,0.5056,0.3895,0,0
1839341,2022-01-18,2.4000,0.3900,9.0400,-0.8375,2.7667,6M:0 3Y:1,6M:0 3Y:0,6M:0 3Y:1,100.0000,100.0000,276.6667,6001.4363,106001.4363,0.0000,0.0000,0.0000,32527.2935,132527.2935,100.0000,100.0000,276.6667,27716.9404,127716.9404,0.0407,0.0397,0.4463,0.5931,0,1
1519751,2011-09-16,11.1800,18.6900,38.2900,0.6717,2.4249,6M:0 3Y:0,6M:1 3Y:1,6M:1 3Y:1,0.0000,0.0000,0.0000,6001.4363,106001.4363,200.0000,200.0000,309.6601,32836.9536,132836.9536,200.0000,200.0000,309.6601,28026.6005,128026.6005,0.8111,0.9776,0.5362,0.7953,1,1
1806201,2018-03-06,9.6500,9.7000,36.3400,0.0052,2.7658,6M:1 3Y:0,6M:0 3Y:1,6M:0 3Y:1,100.0000,100.0000,0.5181,6001.9544,106001.9544,100.0000,100.0000,276.5803,33113.5340,133113.5340,100.0000,100.0000,276.5803,28303.1808,128303.1808,0.0947,0.9415,0.4899,0.7310,0,1
1262039,2009-11-18,1.6600,1.6800,3.6600,0.0120,1.2048,6M:0 3Y:1,6M:0 3Y:1,6M:1 3Y:1,100.0000,100.0000,120.4819,6122.4364,106122.4364,100.0000,100.0000,120.4819,33234.0159,133234.0159,200.0000,200.0000,121.6867,28424.8675,128424.8675,0.2652,0.8441,0.5458,0.8372,0,1
1846235,2021-07-29,10.0400,10.1800,11.4500,0.0139,0.1404,6M:0 3Y:1,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,14.0438,6136.4802,106136.4802,0.0000,0.0000,0.0000,33234.0159,133234.0159,0.0000,0.0000,0.0000,28424.8675,128424.8675,0.0100,0.0064,0.4701,0.2158,0,0
1855467,2021-08-13,9.6100,9.8700,10.6600,0.0271,0.1093,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,6136.4802,106136.4802,0.0000,0.0000,0.0000,33234.0159,133234.0159,0.0000,0.0000,0.0000,28424.8675,128424.8675,0.0110,0.0111,0.4805,0.1951,0,0
1645460,2018-01-02,11.6300,11.8600,12.5100,0.0198,0.0757,6M:0 3Y:0,6M:1 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,6136.4802,106136.4802,100.0000,100.0000,1.9776,33235.9935,133235.9935,100.0000,100.0000,1.9776,28426.8452,128426.8452,0.6361,0.0332,0.5130,0.3756,0,0
1722380,2018-03-28,1350.0000,1120.0000,303.7500,-0.1704,-0.7750,6M:0 3Y:1,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,-77.5000,6058.9802,106058.9802,0.0000,0.0000,0.0000,33235.9935,133235.9935,0.0000,0.0000,0.0000,28426.8452,128426.8452,0.0546,0.0262,0.4989,0.4755,0,0
1541157,2013-05-07,5000.0000,4000.0000,319.4000,-0.2000,-0.9361,6M:0 3Y:1,6M:0 3Y:0,6M:1 3Y:0,100.0000,100.0000,-93.6120,5965.3682,105965.3682,0.0000,0.0000,0.0000,33235.9935,133235.9935,100.0000,100.0000,-20.0000,28406.8452,128406.8452,0.2352,0.0189,0.5354,0.4815,0,0
1400118,2023-07-14,15.9500,5.2300,3.1500,-0.6721,-0.8025,6M:1 3Y:0,6M:0 3Y:0,6M:0 3Y:1,100.0000,100.0000,-67.2100,5898.1582,105898.1582,0.0000,0.0000,0.0000,33235.9935,133235.9935,100.0000,100.0000,-80.2508,28326.5944,128326.5944,0.0494,0.0524,0.4833,0.5911,0,0
1253176,2018-11-14,128.0000,144.7200,174.8800,0.1306,0.3662,6M:0 3Y:0,6M:1 3Y:0,6M:1 3Y:1,0.0000,0.0000,0.0000,5898.1582,105898.1582,100.0000,100.0000,13.0625,33249.0560,133249.0560,200.0000,200.0000,49.6875,28376.2819,128376.2819,0.8465,0.0380,0.5407,0.7121,1,0
1824734,2021-02-11,10.9800,8.7500,1.4000,-0.2031,-0.8725,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5898.1582,105898.1582,0.0000,0.0000,0.0000,33249.0560,133249.0560,0.0000,0.0000,0.0000,28376.2819,128376.2819,0.1290,0.0419,0.4820,0.2571,0,0
1543418,2012-04-25,4.7200,2.4800,0.5400,-0.4746,-0.8856,6M:0 3Y:1,6M:1 3Y:0,6M:1 3Y:0,100.0000,100.0000,-88.5593,5809.5988,105809.5988,100.0000,100.0000,-47.4576,33201.5984,133201.5984,100.0000,100.0000,-47.4576,28328.8243,128328.8243,0.6135,0.1028,0.5260,0.4397,0,0
1411059,2014-07-29,9.2500,2.3700,4.4300,-0.7438,-0.5211,6M:1 3Y:0,6M:1 3Y:0,6M:1 3Y:0,100.0000,100.0000,-74.3784,5735.2205,105735.2205,100.0000,100.0000,-74.3784,33127.2200,133127.2200,100.0000,100.0000,-74.3784,28254.4459,128254.4459,0.5636,0.0726,0.5239,0.3131,0,0
1419554,2016-03-31,24600.0000,17400.0000,6000.0000,-0.2927,-0.7561,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,5735.2205,105735.2205,0.0000,0.0000,0.0000,33127.2200,133127.2200,100.0000,100.0000,-29.2683,28225.1776,128225.1776,0.1647,0.0492,0.5310,0.3975,0,0
1690680,2017-12-15,12.3500,12.6600,6.9400,0.0251,-0.4381,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,5735.2205,105735.2205,0.0000,0.0000,0.0000,33127.2200,133127.2200,100.0000,100.0000,2.5101,28227.6877,128227.6877,0.1620,0.0558,0.5200,0.2903,0,0
1625101,2016-05-18,4.1700,5.9300,12.4600,0.4221,1.9880,6M:1 3Y:0,6M:0 3Y:0,6M:1 3Y:1,100.0000,100.0000,42.2062,5777.4267,105777.4267,0.0000,0.0000,0.0000,33127.2200,133127.2200,200.0000,200.0000,241.0072,28468.6949,128468.6949,0.0873,0.1441,0.5328,0.5481,1,1
1984086,2024-10-24,18.0000,5.9700,6.4600,-0.6683,-0.6411,6M:1 3Y:0,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,-66.8333,5710.5934,105710.5934,0.0000,0.0000,0.0000,33127.2200,133127.2200,0.0000,0.0000,0.0000,28468.6949,128468.6949,0.0652,0.0789,0.4717,0.2565,0,0
1532619,2014-03-24,13.4600,14.1800,17.1700,0.0535,0.2756,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5710.5934,105710.5934,0.0000,0.0000,0.0000,33127.2200,133127.2200,0.0000,0.0000,0.0000,28468.6949,128468.6949,0.0456,0.0031,0.4905,0.2420,0,0
1514056,2020-10-27,2.0000,14.0000,0.6000,6.0000,-0.7000,6M:0 3Y:0,6M:0 3Y:1,6M:1 3Y:1,0.0000,0.0000,0.0000,5710.5934,105710.5934,100.0000,100.0000,-70.0000,33057.2200,133057.2200,200.0000,200.0000,530.0000,28998.6949,128998.6949,0.2954,0.9508,0.5217,0.7634,1,1
1898604,2022-09-09,41.7000,19.7000,10.9900,-0.5276,-0.7365,6M:0 3Y:1,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,-73.6451,5636.9483,105636.9483,0.0000,0.0000,0.0000,33057.2200,133057.2200,0.0000,0.0000,0.0000,28998.6949,128998.6949,0.0204,0.0007,0.4656,0.3037,0,0
313616,2020-05-08,899.2800,1284.0200,1261.2600,0.4278,0.4025,6M:0 3Y:1,6M:1 3Y:0,6M:1 3Y:0,100.0000,100.0000,40.2522,5677.2005,105677.2005,100.0000,100.0000,42.7831,33100.0031,133100.0031,100.0000,100.0000,42.7831,29041.4780,129041.4780,0.5785,0.0078,0.6019,0.4665,1,1
1554859,2014-02-21,6.9900,3.5500,2.7000,-0.4921,-0.6137,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:1,0.0000,0.0000,0.0000,5677.2005,105677.2005,0.0000,0.0000,0.0000,33100.0031,133100.0031,200.0000,200.0000,-110.5866,28930.8915,128930.8915,0.0351,0.0169,0.5122,0.6095,0,0
1861657,2022-01-12,1305.0000,378.7500,43.1200,-0.7098,-0.9670,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5677.2005,105677.2005,0.0000,0.0000,0.0000,33100.0031,133100.0031,0.0000,0.0000,0.0000,28930.8915,128930.8915,0.0451,0.0075,0.4438,0.1423,0,0
275880,2019-05-08,30.0700,36.7000,37.2000,0.2205,0.2371,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,5677.2005,105677.2005,0.0000,0.0000,0.0000,33100.0031,133100.0031,100.0000,100.0000,22.0486,28952.9400,128952.9400,0.3130,0.0369,0.5112,0.4481,1,0
1175535,2010-08-26,4.0000,5.0700,6.7000,0.2675,0.6750,6M:1 3Y:1,6M:0 3Y:0,6M:1 3Y:1,200.0000,200.0000,94.2500,5771.4505,105771.4505,0.0000,0.0000,0.0000,33100.0031,133100.0031,200.0000,200.0000,94.2500,29047.1900,129047.1900,0.3649,0.1875,0.5409,0.6121,1,0
1539894,2013-02-12,5.9500,9.5100,17.2200,0.5983,1.8941,6M:1 3Y:0,6M:1 3Y:1,6M:1 3Y:1,100.0000,100.0000,59.8319,5831.2824,105831.2824,200.0000,200.0000,249.2437,33349.2468,133349.2468,200.0000,200.0000,249.2437,29296.4337,129296.4337,0.5071,0.9686,0.5176,0.5163,1,1
1571123,2013-09-16,25.2800,28.6600,57.9100,0.1337,1.2907,6M:0 3Y:0,6M:1 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,5831.2824,105831.2824,100.0000,100.0000,13.3703,33362.6171,133362.6171,100.0000,100.0000,13.3703,29309.8040,129309.8040,0.9695,0.3017,0.5606,0.3816,1,1
1391135,2012-09-27,3.7500,3.7500,1.4500,0.0000,-0.6133,6M:1 3Y:0,6M:0 3Y:1,6M:1 3Y:1,100.0000,100.0000,0.0000,5831.2824,105831.2824,100.0000,100.0000,-61.3333,33301.2838,133301.2838,200.0000,200.0000,-61.3333,29248.4706,129248.4706,0.1515,0.5110,0.5396,0.7080,0,0
1607678,2015-04-29,8.9600,6.2600,3.9700,-0.3013,-0.5569,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:1,0.0000,0.0000,0.0000,5831.2824,105831.2824,0.0000,0.0000,0.0000,33301.2838,133301.2838,200.0000,200.0000,-85.8259,29162.6447,129162.6447,0.0717,0.1402,0.5301,0.5303,0,0
1838544,2021-04-06,9.6100,9.7200,9.1300,0.0114,-0.0499,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5831.2824,105831.2824,0.0000,0.0000,0.0000,33301.2838,133301.2838,0.0000,0.0000,0.0000,29162.6447,129162.6447,0.0056,0.0050,0.4614,0.2369,0,0
1854526,2023-10-16,0.5500,0.6000,0.9300,0.0909,0.6909,6M:0 3Y:0,6M:1 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5831.2824,105831.2824,100.0000,100.0000,9.0909,33310.3747,133310.3747,0.0000,0.0000,0.0000,29162.6447,129162.6447,0.8714,0.1205,0.4874,0.4060,1,0
1702744,2016-09-15,10.0000,10.6000,30.1200,0.0600,2.0120,6M:0 3Y:0,6M:1 3Y:1,6M:1 3Y:1,0.0000,0.0000,0.0000,5831.2824,105831.2824,200.0000,200.0000,207.2000,33517.5747,133517.5747,200.0000,200.0000,207.2000,29369.8447,129369.8447,0.5876,0.9800,0.5257,0.7430,1,1
1734722,2021-04-21,69.0000,49.9900,18.7500,-0.2755,-0.7283,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5831.2824,105831.2824,0.0000,0.0000,0.0000,33517.5747,133517.5747,0.0000,0.0000,0.0000,29369.8447,129369.8447,0.0270,0.0076,0.4508,0.1460,0,0
1712189,2018-03-08,9.7500,9.8200,1.6800,0.0072,-0.8277,6M:1 3Y:1,6M:0 3Y:0,6M:0 3Y:1,200.0000,200.0000,-82.0513,5749.2311,105749.2311,0.0000,0.0000,0.0000,33517.5747,133517.5747,100.0000,100.0000,-82.7692,29287.0755,129287.0755,0.0188,0.0424,0.4971,0.5599,0,0
1513761,2013-01-18,24.7900,31.3500,47.8200,0.2646,0.9290,6M:0 3Y:0,6M:1 3Y:1,6M:1 3Y:1,0.0000,0.0000,0.0000,5749.2311,105749.2311,200.0000,200.0000,119.3626,33636.9373,133636.9373,200.0000,200.0000,119.3626,29406.4382,129406.4382,0.9436,0.8952,0.5456,0.6460,1,1
1920406,2023-02-03,17.7500,5.5500,0.6000,-0.6873,-0.9662,6M:1 3Y:1,6M:0 3Y:0,6M:0 3Y:0,200.0000,200.0000,-165.3521,5583.8790,105583.8790,0.0000,0.0000,0.0000,33636.9373,133636.9373,0.0000,0.0000,0.0000,29406.4382,129406.4382,0.0193,0.0133,0.4701,0.4555,0,0
1209028,2015-03-20,14.0600,13.1300,15.7100,-0.0661,0.1174,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5583.8790,105583.8790,0.0000,0.0000,0.0000,33636.9373,133636.9373,0.0000,0.0000,0.0000,29406.4382,129406.4382,0.1101,0.0104,0.4799,0.2619,0,0
1394056,2018-02-01,4.8800,4.1500,3.7500,-0.1496,-0.2316,6M:0 3Y:1,6M:0 3Y:0,6M:1 3Y:1,100.0000,100.0000,-23.1557,5560.7233,105560.7233,0.0000,0.0000,0.0000,33636.9373,133636.9373,200.0000,200.0000,-38.1148,29368.3234,129368.3234,0.0802,0.1259,0.5004,0.5737,0,0
1424657,2021-02-02,1.0000,1.1800,0.0200,0.1800,-0.9800,6M:0 3Y:1,6M:1 3Y:0,6M:0 3Y:0,100.0000,100.0000,-98.0000,5462.7233,105462.7233,100.0000,100.0000,18.0000,33654.9373,133654.9373,0.0000,0.0000,0.0000,29368.3234,129368.3234,0.9399,0.0535,0.4873,0.2686,1,0
1200375,2010-04-22,13.2600,9.9900,2.1400,-0.2466,-0.8386,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:1,0.0000,0.0000,0.0000,5462.7233,105462.7233,0.0000,0.0000,0.0000,33654.9373,133654.9373,200.0000,200.0000,-108.5219,29259.8015,129259.8015,0.0556,0.0472,0.5264,0.5415,0,0
1755672,2019-05-24,26.8700,23.2500,59.0600,-0.1347,1.1980,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:1,0.0000,0.0000,0.0000,5462.7233,105462.7233,0.0000,0.0000,0.0000,33654.9373,133654.9373,100.0000,100.0000,119.7990,29379.6006,129379.6006,0.1384,0.0248,0.4597,0.5980,0,0
1830795,2021-03-10,9.7400,9.7700,10.2600,0.0031,0.0534,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5462.7233,105462.7233,0.0000,0.0000,0.0000,33654.9373,133654.9373,0.0000,0.0000,0.0000,29379.6006,129379.6006,0.0029,0.0020,0.4681,0.1887,0,0
1021435,2019-04-09,0.3100,0.1900,0.4500,-0.3871,0.4516,6M:0 3Y:0,6M:0 3Y:1,6M:0 3Y:1,0.0000,0.0000,0.0000,5462.7233,105462.7233,100.0000,100.0000,45.1613,33700.0986,133700.0986,100.0000,100.0000,45.1613,29424.7619,129424.7619,0.1543,0.9756,0.4946,0.8119,0,1
1842659,2021-08-24,9.9600,9.6600,10.3700,-0.0301,0.0412,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5462.7233,105462.7233,0.0000,0.0000,0.0000,33700.0986,133700.0986,0.0000,0.0000,0.0000,29424.7619,129424.7619,0.0013,0.0009,0.4362,0.1225,0,0
1802457,2020-09-04,10.0000,10.3800,1.3800,0.0380,-0.8620,6M:0 3Y:0,6M:1 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,5462.7233,105462.7233,100.0000,100.0000,3.8000,33703.8986,133703.8986,100.0000,100.0000,3.8000,29428.5619,129428.5619,0.9594,0.0282,0.5371,0.2666,1,0
1717115,2024-06-14,40.2500,43.1900,52.9000,0.0730,0.3143,6M:0 3Y:1,6M:1 3Y:1,6M:0 3Y:0,100.0000,100.0000,31.4286,5494.1519,105494.1519,200.0000,200.0000,38.7329,33742.6315,133742.6315,0.0000,0.0000,0.0000,29428.5619,129428.5619,0.8268,0.6131,0.4916,0.4249,1,0
1546066,2010-10-06,9.2600,11.0200,17.3600,0.1901,0.8747,6M:1 3Y:1,6M:1 3Y:1,6M:1 3Y:1,200.0000,200.0000,106.4795,5600.6313,105600.6313,200.0000,200.0000,106.4795,33849.1110,133849.1110,200.0000,200.0000,106.4795,29535.0413,129535.0413,0.8907,0.9059,0.5674,0.8490,1,1
1998043,2024-07-18,17.6300,19.6900,17.8800,0.1168,0.0142,6M:0 3Y:0,6M:1 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5600.6313,105600.6313,100.0000,100.0000,11.6846,33860.7956,133860.7956,0.0000,0.0000,0.0000,29535.0413,129535.0413,0.9279,0.1314,0.4671,0.2147,1,0
1919246,2024-02-16,4.8000,0.7900,1.3600,-0.8354,-0.7167,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5600.6313,105600.6313,0.0000,0.0000,0.0000,33860.7956,133860.7956,0.0000,0.0000,0.0000,29535.0413,129535.0413,0.3959,0.0344,0.4654,0.3087,0,0
1787306,2020-01-31,21.8000,27.5600,16.0500,0.2642,-0.2638,6M:1 3Y:0,6M:1 3Y:0,6M:1 3Y:0,100.0000,100.0000,26.4220,5627.0534,105627.0534,100.0000,100.0000,26.4220,33887.2176,133887.2176,100.0000,100.0000,26.4220,29561.4634,129561.4634,0.9282,0.1041,0.5145,0.3978,1,0
1635088,2020-12-08,10.4000,9.8700,9.8300,-0.0510,-0.0548,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5627.0534,105627.0534,0.0000,0.0000,0.0000,33887.2176,133887.2176,0.0000,0.0000,0.0000,29561.4634,129561.4634,0.1100,0.0471,0.4928,0.4087,0,0
1345016,2012-03-02,24.5800,22.3700,47.8600,-0.0899,0.9471,6M:0 3Y:1,6M:0 3Y:1,6M:1 3Y:1,100.0000,100.0000,94.7111,5721.7645,105721.7645,100.0000,100.0000,94.7111,33981.9288,133981.9288,200.0000,200.0000,85.7201,29647.1835,129647.1835,0.4470,0.9770,0.5158,0.7603,0,1
2028027,2024-11-01,9.9600,10.1700,10.1700,0.0211,0.0211,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5721.7645,105721.7645,0.0000,0.0000,0.0000,33981.9288,133981.9288,0.0000,0.0000,0.0000,29647.1835,129647.1835,0.0304,0.0113,0.4655,0.1792,0,0
1559356,2012-03-28,10.0100,1.3500,0.1400,-0.8651,-0.9860,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,5721.7645,105721.7645,0.0000,0.0000,0.0000,33981.9288,133981.9288,100.0000,100.0000,-86.5135,29560.6700,129560.6700,0.0501,0.1202,0.5158,0.3142,0,0
1861841,2020-10-30,9.6500,10.1000,1.8600,0.0466,-0.8073,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5721.7645,105721.7645,0.0000,0.0000,0.0000,33981.9288,133981.9288,0.0000,0.0000,0.0000,29560.6700,129560.6700,0.0812,0.0079,0.4992,0.3072,0,0
1842386,2021-03-10,10.0000,9.7000,10.6700,-0.0300,0.0670,6M:0 3Y:1,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,6.7000,5728.4645,105728.4645,0.0000,0.0000,0.0000,33981.9288,133981.9288,0.0000,0.0000,0.0000,29560.6700,129560.6700,0.0333,0.0039,0.4595,0.1776,0,0
1816708,2020-11-05,135.8000,139.7200,4.3300,0.0289,-0.9681,6M:1 3Y:0,6M:0 3Y:0,6M:1 3Y:1,100.0000,100.0000,2.8866,5731.3511,105731.3511,0.0000,0.0000,0.0000,33981.9288,133981.9288,200.0000,200.0000,-93.9249,29466.7451,129466.7451,0.0700,0.0012,0.5061,0.5122,0,0
1642122,2015-11-09,23.3000,27.1500,41.7000,0.1652,0.7897,6M:1 3Y:0,6M:0 3Y:0,6M:1 3Y:0,100.0000,100.0000,16.5236,5747.8747,105747.8747,0.0000,0.0000,0.0000,33981.9288,133981.9288,100.0000,100.0000,16.5236,29483.2687,129483.2687,0.4407,0.1200,0.5339,0.3911,1,0
1861121,2022-02-04,9.8700,9.9700,11.2600,0.0101,0.1408,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5747.8747,105747.8747,0.0000,0.0000,0.0000,33981.9288,133981.9288,0.0000,0.0000,0.0000,29483.2687,129483.2687,0.0038,0.0018,0.4321,0.1287,0,0
1824119,2020-11-19,10.0000,9.8700,10.0400,-0.0130,0.0040,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,5747.8747,105747.8747,0.0000,0.0000,0.0000,33981.9288,133981.9288,100.0000,100.0000,-1.3000,29481.9687,129481.9687,0.0472,0.0090,0.5035,0.2678,0,0
1590717,2014-05-29,6.9400,6.1500,12.1000,-0.1138,0.7435,6M:0 3Y:1,6M:0 3Y:0,6M:1 3Y:0,100.0000,100.0000,74.3516,5822.2263,105822.2263,0.0000,0.0000,0.0000,33981.9288,133981.9288,100.0000,100.0000,-11.3833,29470.5854,129470.5854,0.0903,0.0853,0.5072,0.3490,0,0
1593548,2018-01-26,18.5000,27.8500,5.5700,0.5054,-0.6989,6M:0 3Y:0,6M:1 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5822.2263,105822.2263,100.0000,100.0000,50.5405,34032.4693,134032.4693,0.0000,0.0000,0.0000,29470.5854,129470.5854,0.9287,0.0308,0.4914,0.3562,1,0
1743881,2019-06-27,27.5500,45.5000,9.2400,0.6515,-0.6646,6M:0 3Y:0,6M:1 3Y:0,6M:1 3Y:1,0.0000,0.0000,0.0000,5822.2263,105822.2263,100.0000,100.0000,65.1543,34097.6236,134097.6236,200.0000,200.0000,-1.3067,29469.2787,129469.2787,0.9276,0.1007,0.5220,0.6563,1,0
1888447,2022-04-13,26.4400,22.8900,26.1200,-0.1343,-0.0121,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5822.2263,105822.2263,0.0000,0.0000,0.0000,34097.6236,134097.6236,0.0000,0.0000,0.0000,29469.2787,129469.2787,0.2017,0.0065,0.4505,0.2340,0,0
1687187,2017-02-03,9.5700,4.6100,2.1500,-0.5183,-0.7753,6M:0 3Y:0,6M:1 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,5822.2263,105822.2263,100.0000,100.0000,-51.8286,34045.7950,134045.7950,100.0000,100.0000,-51.8286,29417.4501,129417.4501,0.7231,0.1712,0.5170,0.3728,0,0
895126,2021-02-10,37.1200,44.9100,75.0900,0.2099,1.0229,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:1,0.0000,0.0000,0.0000,5822.2263,105822.2263,0.0000,0.0000,0.0000,34045.7950,134045.7950,100.0000,100.0000,102.2899,29519.7399,129519.7399,0.4084,0.0019,0.4475,0.9629,1,1
1734750,2021-03-23,99.0000,56.2500,6.1200,-0.4318,-0.9382,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5822.2263,105822.2263,0.0000,0.0000,0.0000,34045.7950,134045.7950,0.0000,0.0000,0.0000,29519.7399,129519.7399,0.0465,0.0096,0.4777,0.2319,0,0
1756497,2019-06-27,13.9100,14.5000,21.9300,0.0424,0.5766,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,5822.2263,105822.2263,0.0000,0.0000,0.0000,34045.7950,134045.7950,100.0000,100.0000,4.2416,29523.9815,129523.9815,0.1281,0.0140,0.5151,0.3990,0,0
1957538,2022-04-07,9.9000,9.9700,1.8300,0.0071,-0.8152,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5822.2263,105822.2263,0.0000,0.0000,0.0000,34045.7950,134045.7950,0.0000,0.0000,0.0000,29523.9815,129523.9815,0.0127,0.0023,0.4333,0.1149,0,0
1650164,2021-09-22,62.5100,20.0500,27.7100,-0.6793,-0.5567,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,5822.2263,105822.2263,0.0000,0.0000,0.0000,34045.7950,134045.7950,0.0000,0.0000,0.0000,29523.9815,129523.9815,0.1568,0.0400,0.4740,0.2370,0,0
1583107,2014-05-16,22.9600,17.8000,37.7100,-0.2247,0.6424,6M:0 3Y:1,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,64.2422,5886.4685,105886.4685,0.0000,0.0000,0.0000,34045.7950,134045.7950,0.0000,0.0000,0.0000,29523.9815,129523.9815,0.2095,0.4516,0.4880,0.4517,0,0
1847152,2021-05-19,9.8800,9.9800,10.1000,0.0101,0.0223,6M:1 3Y:0,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,1.0121,5887.4806,105887.4806,0.0000,0.0000,0.0000,34045.7950,134045.7950,0.0000,0.0000,0.0000,29523.9815,129523.9815,0.0042,0.0005,0.4582,0.2279,0,0
1086303,2011-05-19,1.6800,0.8400,1.0700,-0.5000,-0.3631,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,5887.4806,105887.4806,0.0000,0.0000,0.0000,34045.7950,134045.7950,100.0000,100.0000,-50.0000,29473.9815,129473.9815,0.1333,0.1183,0.5300,0.4851,0,0
