CIK,start_date,start_price,six_month_price,three_year_price,return_6m,return_3y,random_predict,lgbm_predict,nn_predict,random_desired_invest,random_actual_invest,random_profit_this_ipo,random_cumulative_profit,random_capital_after_ipo,lgbm_desired_invest,lgbm_actual_invest,lgbm_profit_this_ipo,lgbm_cumulative_profit,lgbm_capital_after_ipo,nn_desired_invest,nn_actual_invest,nn_profit_this_ipo,nn_cumulative_profit,nn_capital_after_ipo,lgbm_prob_6m,lgbm_prob_3y,nn_prob_6m,nn_prob_3y,true_6m,true_3y
719739,2019-12-03,21.4100,21.2500,18.3800,-0.0075,-0.1415,6M:1 3Y:0,6M:0 3Y:0,6M:1 3Y:0,100.0000,100.0000,-0.7473,-0.7473,99999.2527,0.0000,0.0000,0.0000,0.0000,100000.0000,100.0000,100.0000,-0.7473,-0.7473,99999.2527,0.1604,0.0137,0.5513,0.4522,0,0
1718512,2018-01-25,18.5000,15.3100,14.8100,-0.1724,-0.1995,6M:0 3Y:0,6M:1 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,-0.7473,99999.2527,100.0000,100.0000,-17.2432,-17.2432,99982.7568,0.0000,0.0000,0.0000,-0.7473,99999.2527,0.6842,0.0192,0.4941,0.4224,0,0
1847345,2022-02-17,10.0000,10.1200,11.6000,0.0120,0.1600,6M:1 3Y:0,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,1.2000,0.4527,100000.4527,0.0000,0.0000,0.0000,-17.2432,99982.7568,0.0000,0.0000,0.0000,-0.7473,99999.2527,0.0035,0.0004,0.4464,0.1972,0,0
1822145,2020-12-23,10.0000,10.4700,5.7300,0.0470,-0.4270,6M:1 3Y:0,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,4.7000,5.1527,100005.1527,0.0000,0.0000,0.0000,-17.2432,99982.7568,0.0000,0.0000,0.0000,-0.7473,99999.2527,0.0804,0.0110,0.4920,0.2814,0,0
1459417,2014-03-28,419.4000,444.0000,1121.7000,0.0587,1.6745,6M:0 3Y:1,6M:0 3Y:1,6M:1 3Y:1,100.0000,100.0000,167.4535,172.6062,100172.6062,100.0000,100.0000,167.4535,150.2103,100150.2103,200.0000,200.0000,173.3190,172.5717,100172.5717,0.1372,0.9151,0.5262,0.5901,1,1
1620463,2020-09-18,17.1100,20.6600,1.9500,0.2075,-0.8860,6M:1 3Y:0,6M:1 3Y:0,6M:1 3Y:0,100.0000,100.0000,20.7481,193.3543,100193.3543,100.0000,100.0000,20.7481,170.9584,100170.9584,100.0000,100.0000,20.7481,193.3198,100193.3198,0.9193,0.0112,0.5208,0.2962,1,0
1747068,2017-01-19,848597.4200,848597.5000,15.9900,0.0000,-1.0000,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,193.3543,100193.3543,0.0000,0.0000,0.0000,170.9584,100170.9584,0.0000,0.0000,0.0000,193.3198,100193.3198,0.0737,0.2952,0.4539,0.1013,0,0
1037676,2020-12-21,1.1500,1.1300,2.4100,-0.0174,1.0957,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,193.3543,100193.3543,0.0000,0.0000,0.0000,170.9584,100170.9584,100.0000,100.0000,-1.7391,191.5807,100191.5807,0.2617,0.1957,0.5263,0.2975,0,0
1783180,2020-03-19,11.2600,27.9500,42.5500,1.4822,2.7789,6M:1 3Y:0,6M:1 3Y:1,6M:1 3Y:1,100.0000,100.0000,148.2238,341.5781,100341.5781,200.0000,200.0000,426.1101,597.0685,100597.0685,200.0000,200.0000,426.1101,617.6908,100617.6908,0.9015,0.9531,0.5292,0.7023,1,1
1939965,2023-01-26,5.0000,2.0800,0.6900,-0.5840,-0.8620,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,341.5781,100341.5781,0.0000,0.0000,0.0000,597.0685,100597.0685,0.0000,0.0000,0.0000,617.6908,100617.6908,0.0741,0.0040,0.4560,0.2512,0,0
2012807,2024-05-17,10.0500,10.4600,10.3800,0.0408,0.0328,6M:1 3Y:0,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,4.0796,345.6577,100345.6577,0.0000,0.0000,0.0000,597.0685,100597.0685,0.0000,0.0000,0.0000,617.6908,100617.6908,0.0262,0.0093,0.4592,0.1636,0,0
1413909,2015-03-25,7000.0000,10000.0000,8.8000,0.4286,-0.9987,6M:0 3Y:1,6M:1 3Y:0,6M:1 3Y:1,100.0000,100.0000,-99.8743,245.7834,100245.7834,100.0000,100.0000,42.8571,639.9256,100639.9256,200.0000,200.0000,-57.0171,560.6737,100560.6737,0.9106,0.0073,0.5262,0.5976,1,0
1801198,2020-06-05,37.0000,30.4500,65.3200,-0.1770,0.7654,6M:1 3Y:0,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,-17.7027,228.0807,100228.0807,0.0000,0.0000,0.0000,639.9256,100639.9256,0.0000,0.0000,0.0000,560.6737,100560.6737,0.2955,0.1457,0.4971,0.2351,0,0
1784567,2020-08-28,150.0000,70.2000,1.2600,-0.5320,-0.9916,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,228.0807,100228.0807,0.0000,0.0000,0.0000,639.9256,100639.9256,100.0000,100.0000,-53.2000,507.4737,100507.4737,0.1229,0.0499,0.5118,0.2403,0,0
945764,2020-09-21,17.3100,40.1500,95.8000,1.3195,4.5344,6M:0 3Y:0,6M:1 3Y:1,6M:1 3Y:1,0.0000,0.0000,0.0000,228.0807,100228.0807,200.0000,200.0000,585.3842,1225.3098,101225.3098,200.0000,200.0000,585.3842,1092.8578,101092.8578,0.9581,0.9106,0.5335,0.7439,1,1
1652130,2016-05-06,22.1000,12.9900,17.4900,-0.4122,-0.2086,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:1,0.0000,0.0000,0.0000,228.0807,100228.0807,0.0000,0.0000,0.0000,1225.3098,101225.3098,200.0000,200.0000,-62.0814,1030.7764,101030.7764,0.3781,0.3086,0.5311,0.5128,0,0
1701261,2018-02-16,74.1600,44.1600,22.9200,-0.4045,-0.6909,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,228.0807,100228.0807,0.0000,0.0000,0.0000,1225.3098,101225.3098,0.0000,0.0000,0.0000,1030.7764,101030.7764,0.0734,0.0057,0.4837,0.2719,0,0
820318,2016-01-04,9.8500,10.3300,16.5600,0.0487,0.6812,6M:0 3Y:0,6M:0 3Y:1,6M:1 3Y:1,0.0000,0.0000,0.0000,228.0807,100228.0807,100.0000,100.0000,68.1218,1293.4316,101293.4316,200.0000,200.0000,72.9949,1103.7713,101103.7713,0.4230,0.9206,0.5182,0.7434,1,1
1966734,2023-11-09,10.1600,10.4300,11.2400,0.0266,0.1063,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,228.0807,100228.0807,0.0000,0.0000,0.0000,1293.4316,101293.4316,0.0000,0.0000,0.0000,1103.7713,101103.7713,0.0443,0.0221,0.4756,0.3868,0,0
1852889,2022-05-10,10.0100,10.2400,11.8600,0.0230,0.1848,6M:1 3Y:0,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,2.2977,230.3784,100230.3784,0.0000,0.0000,0.0000,1293.4316,101293.4316,0.0000,0.0000,0.0000,1103.7713,101103.7713,0.0050,0.0006,0.4313,0.1496,0,0
1703956,2017-08-21,8.5900,8.6300,3.3000,0.0047,-0.6158,6M:1 3Y:1,6M:0 3Y:0,6M:1 3Y:1,200.0000,200.0000,-61.1176,169.2608,100169.2608,0.0000,0.0000,0.0000,1293.4316,101293.4316,200.0000,200.0000,-61.1176,1042.6537,101042.6537,0.0605,0.0585,0.5051,0.5592,0,0
1587221,2015-01-27,7707.0000,6097.0000,259.3500,-0.2089,-0.9663,6M:1 3Y:1,6M:0 3Y:0,6M:1 3Y:1,200.0000,200.0000,-117.5250,51.7359,100051.7359,0.0000,0.0000,0.0000,1293.4316,101293.4316,200.0000,200.0000,-117.5250,925.1288,100925.1288,0.0229,0.0413,0.5166,0.5859,0,0
1590584,2014-05-19,250.1200,118.7300,25.1100,-0.5253,-0.8996,6M:1 3Y:0,6M:0 3Y:0,6M:1 3Y:0,100.0000,100.0000,-52.5308,-0.7949,99999.2051,0.0000,0.0000,0.0000,1293.4316,101293.4316,100.0000,100.0000,-52.5308,872.5980,100872.5980,0.1346,0.0332,0.5080,0.2775,0,0
1778016,2020-01-17,12.5000,32.6400,7.3900,1.6112,-0.4088,6M:0 3Y:0,6M:1 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,-0.7949,99999.2051,100.0000,100.0000,161.1200,1454.5516,101454.5516,0.0000,0.0000,0.0000,872.5980,100872.5980,0.8394,0.3827,0.4801,0.3857,1,1
1846288,2021-05-28,10.0000,10.6800,10.4500,0.0680,0.0450,6M:1 3Y:0,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,6.8000,6.0051,100006.0051,0.0000,0.0000,0.0000,1454.5516,101454.5516,0.0000,0.0000,0.0000,872.5980,100872.5980,0.1651,0.0051,0.4665,0.2172,0,0
1742692,2019-08-08,6.7800,24.4400,37.9000,2.6047,4.5900,6M:0 3Y:0,6M:1 3Y:1,6M:1 3Y:1,0.0000,0.0000,0.0000,6.0051,100006.0051,200.0000,200.0000,719.4690,2174.0207,102174.0207,200.0000,200.0000,719.4690,1592.0670,101592.0670,0.9138,0.9545,0.5094,0.7275,1,1
1672886,2021-06-04,0.5100,5.3800,5.2400,9.5490,9.2745,6M:0 3Y:1,6M:1 3Y:1,6M:0 3Y:1,100.0000,100.0000,927.4510,933.4560,100933.4560,200.0000,200.0000,1882.3529,4056.3736,104056.3736,100.0000,100.0000,927.4510,2519.5180,102519.5180,0.9395,0.9790,0.4672,0.5021,1,1
1632790,2015-06-12,26.3600,25.9800,48.7500,-0.0144,0.8494,6M:0 3Y:1,6M:1 3Y:0,6M:1 3Y:0,100.0000,100.0000,84.9393,1018.3953,101018.3953,100.0000,100.0000,-1.4416,4054.9320,104054.9320,100.0000,100.0000,-1.4416,2518.0764,102518.0764,0.9410,0.1958,0.5175,0.4931,0,0
1828478,2021-01-07,10.0000,10.1800,10.1500,0.0180,0.0150,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,1018.3953,101018.3953,0.0000,0.0000,0.0000,4054.9320,104054.9320,0.0000,0.0000,0.0000,2518.0764,102518.0764,0.0052,0.0042,0.4780,0.2033,0,0
1874315,2021-03-26,9.9000,9.8800,1.6200,-0.0020,-0.8364,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,1018.3953,101018.3953,0.0000,0.0000,0.0000,4054.9320,104054.9320,0.0000,0.0000,0.0000,2518.0764,102518.0764,0.0220,0.0161,0.4797,0.2825,0,0
1641614,2015-10-09,56.9900,39.5100,2.7700,-0.3067,-0.9514,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:1,0.0000,0.0000,0.0000,1018.3953,101018.3953,0.0000,0.0000,0.0000,4054.9320,104054.9320,200.0000,200.0000,-125.8115,2392.2649,102392.2649,0.2984,0.2194,0.5210,0.6433,0,0
2006986,2024-08-02,8.1700,1.0100,1.3000,-0.8764,-0.8409,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,1018.3953,101018.3953,0.0000,0.0000,0.0000,4054.9320,104054.9320,0.0000,0.0000,0.0000,2392.2649,102392.2649,0.0481,0.0182,0.4660,0.4175,0,0
1590715,2015-11-25,15.0000,12.0000,9.7500,-0.2000,-0.3500,6M:1 3Y:0,6M:0 3Y:0,6M:1 3Y:1,100.0000,100.0000,-20.0000,998.3953,100998.3953,0.0000,0.0000,0.0000,4054.9320,104054.9320,200.0000,200.0000,-55.0000,2337.2649,102337.2649,0.1196,0.2696,0.5030,0.8496,0,0
1849380,2021-05-06,10.0000,10.4900,7.4500,0.0490,-0.2550,6M:1 3Y:0,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,4.9000,1003.2953,101003.2953,0.0000,0.0000,0.0000,4054.9320,104054.9320,0.0000,0.0000,0.0000,2337.2649,102337.2649,0.0118,0.0028,0.4734,0.2479,0,0
1557798,2013-10-10,10.0000,40.0000,2.8000,3.0000,-0.7200,6M:0 3Y:0,6M:1 3Y:1,6M:1 3Y:1,0.0000,0.0000,0.0000,1003.2953,101003.2953,200.0000,200.0000,228.0000,4282.9320,104282.9320,200.0000,200.0000,228.0000,2565.2649,102565.2649,0.9207,0.9406,0.5432,0.8504,1,1
1841338,2021-09-15,10.0800,10.0100,8.9000,-0.0069,-0.1171,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,1003.2953,101003.2953,0.0000,0.0000,0.0000,4282.9320,104282.9320,0.0000,0.0000,0.0000,2565.2649,102565.2649,0.0009,0.0014,0.4547,0.1330,0,0
727273,2021-06-30,14.8800,10.5200,13.9600,-0.2930,-0.0618,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,1003.2953,101003.2953,0.0000,0.0000,0.0000,4282.9320,104282.9320,0.0000,0.0000,0.0000,2565.2649,102565.2649,0.0061,0.0109,0.4786,0.2079,0,0
1484612,2020-09-15,910.2000,766.6500,184.6500,-0.1577,-0.7971,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,1003.2953,101003.2953,0.0000,0.0000,0.0000,4282.9320,104282.9320,100.0000,100.0000,-15.7713,2549.4936,102549.4936,0.1794,0.0053,0.5052,0.4149,0,0
1841925,2019-10-04,9.8000,9.8700,7.7900,0.0071,-0.2051,6M:1 3Y:0,6M:0 3Y:0,6M:1 3Y:0,100.0000,100.0000,0.7143,1004.0096,101004.0096,0.0000,0.0000,0.0000,4282.9320,104282.9320,100.0000,100.0000,0.7143,2550.2079,102550.2079,0.1012,0.1243,0.5008,0.4614,0,0
1868275,2022-01-19,40.7600,53.5000,315.7700,0.3126,6.7471,6M:1 3Y:0,6M:1 3Y:0,6M:1 3Y:1,100.0000,100.0000,31.2561,1035.2658,101035.2658,100.0000,100.0000,31.2561,4314.1882,104314.1882,200.0000,200.0000,705.9617,3256.1696,103256.1696,0.8109,0.0748,0.5273,0.7730,1,1
1718939,2021-02-24,275.8500,199.5000,18.9000,-0.2768,-0.9315,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,1035.2658,101035.2658,0.0000,0.0000,0.0000,4314.1882,104314.1882,0.0000,0.0000,0.0000,3256.1696,103256.1696,0.1621,0.0175,0.4976,0.3284,0,0
1804176,2020-07-13,9.9000,20.3500,2.3700,1.0556,-0.7606,6M:1 3Y:0,6M:1 3Y:0,6M:1 3Y:0,100.0000,100.0000,105.5556,1140.8213,101140.8213,100.0000,100.0000,105.5556,4419.7437,104419.7437,100.0000,100.0000,105.5556,3361.7252,103361.7252,0.9501,0.2912,0.5304,0.4393,1,0
1645666,2018-06-21,177.5000,227.4000,54.9000,0.2811,-0.6907,6M:0 3Y:1,6M:1 3Y:0,6M:1 3Y:0,100.0000,100.0000,-69.0704,1071.7509,101071.7509,100.0000,100.0000,28.1127,4447.8564,104447.8564,100.0000,100.0000,28.1127,3389.8378,103389.8378,0.8581,0.1378,0.5196,0.4907,1,0
1096691,2024-01-30,4.3900,2.8500,7.0200,-0.3508,0.5991,6M:1 3Y:1,6M:1 3Y:1,6M:0 3Y:0,200.0000,200.0000,24.8292,1096.5801,101096.5801,200.0000,200.0000,24.8292,4472.6855,104472.6855,0.0000,0.0000,0.0000,3389.8378,103389.8378,0.8017,0.5426,0.4691,0.2804,0,0
1706524,2019-11-14,15.3000,5.4000,3.9200,-0.6471,-0.7438,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,1096.5801,101096.5801,0.0000,0.0000,0.0000,4472.6855,104472.6855,100.0000,100.0000,-64.7059,3325.1320,103325.1320,0.1026,0.0102,0.5001,0.3258,0,0
1625278,2021-11-04,28.3000,10.5200,14.5100,-0.6283,-0.4873,6M:0 3Y:1,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,-48.7279,1047.8521,101047.8521,0.0000,0.0000,0.0000,4472.6855,104472.6855,0.0000,0.0000,0.0000,3325.1320,103325.1320,0.1004,0.0186,0.4671,0.1745,0,0
2012706,2024-07-09,10.2500,14.1000,10.2200,0.3756,-0.0029,6M:0 3Y:0,6M:1 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,1047.8521,101047.8521,100.0000,100.0000,37.5610,4510.2465,104510.2465,0.0000,0.0000,0.0000,3325.1320,103325.1320,0.8869,0.0059,0.4804,0.3033,1,0
1976695,2024-04-10,6.7000,0.5000,1.4300,-0.9254,-0.7866,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,1047.8521,101047.8521,0.0000,0.0000,0.0000,4510.2465,104510.2465,0.0000,0.0000,0.0000,3325.1320,103325.1320,0.0846,0.0239,0.4644,0.3013,0,0
1971532,2024-02-07,7.0000,3.4200,2.5500,-0.5114,-0.6357,6M:0 3Y:1,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,-63.5714,984.2807,100984.2807,0.0000,0.0000,0.0000,4510.2465,104510.2465,0.0000,0.0000,0.0000,3325.1320,103325.1320,0.0900,0.0738,0.4629,0.3336,0,0
1777393,2019-09-16,9.7600,9.7500,19.2500,-0.0010,0.9723,6M:0 3Y:0,6M:0 3Y:1,6M:1 3Y:1,0.0000,0.0000,0.0000,984.2807,100984.2807,100.0000,100.0000,97.2336,4607.4801,104607.4801,200.0000,200.0000,97.1311,3422.2631,103422.2631,0.0303,0.9470,0.5150,0.7833,0,1
1514743,2011-07-08,9.9000,9.5500,14.1300,-0.0354,0.4273,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:1,0.0000,0.0000,0.0000,984.2807,100984.2807,0.0000,0.0000,0.0000,4607.4801,104607.4801,200.0000,200.0000,39.1919,3461.4550,103461.4550,0.1621,0.1479,0.5240,0.6345,0,0
1945619,2024-08-15,1.1800,0.2300,0.1200,-0.8051,-0.8983,6M:0 3Y:1,6M:1 3Y:0,6M:0 3Y:0,100.0000,100.0000,-89.8305,894.4502,100894.4502,100.0000,100.0000,-80.5085,4526.9716,104526.9716,0.0000,0.0000,0.0000,3461.4550,103461.4550,0.5800,0.0508,0.4713,0.2711,0,0
1822886,2021-09-21,10.1800,10.5000,11.5000,0.0314,0.1297,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,894.4502,100894.4502,0.0000,0.0000,0.0000,4526.9716,104526.9716,0.0000,0.0000,0.0000,3461.4550,103461.4550,0.0090,0.0172,0.4615,0.1512,0,0
1499785,2014-05-28,3.6000,3.6000,3.9000,0.0000,0.0833,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:1,0.0000,0.0000,0.0000,894.4502,100894.4502,0.0000,0.0000,0.0000,4526.9716,104526.9716,100.0000,100.0000,8.3333,3469.7884,103469.7884,0.1105,0.0433,0.4985,0.6587,0,0
1823584,2016-01-04,26.6100,25.2400,27.7900,-0.0515,0.0443,6M:1 3Y:0,6M:0 3Y:0,6M:1 3Y:0,100.0000,100.0000,-5.1484,889.3018,100889.3018,0.0000,0.0000,0.0000,4526.9716,104526.9716,100.0000,100.0000,-5.1484,3464.6399,103464.6399,0.1750,0.0671,0.5260,0.4802,0,0
1308027,2009-12-11,1.0000,1.6500,0.1900,0.6500,-0.8100,6M:1 3Y:0,6M:1 3Y:0,6M:1 3Y:1,100.0000,100.0000,65.0000,954.3018,100954.3018,100.0000,100.0000,65.0000,4591.9716,104591.9716,200.0000,200.0000,-16.0000,3448.6399,103448.6399,0.8886,0.0359,0.5604,0.7075,1,0
1001085,2013-08-13,13.3200,12.6900,7.7200,-0.0473,-0.4204,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:1,0.0000,0.0000,0.0000,954.3018,100954.3018,0.0000,0.0000,0.0000,4591.9716,104591.9716,200.0000,200.0000,-46.7718,3401.8681,103401.8681,0.4325,0.0499,0.5274,0.5071,0,0
1841425,2021-10-04,9.8500,10.0100,11.9000,0.0162,0.2081,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,954.3018,100954.3018,0.0000,0.0000,0.0000,4591.9716,104591.9716,0.0000,0.0000,0.0000,3401.8681,103401.8681,0.0034,0.0095,0.4775,0.1977,0,0
915191,2010-05-25,12.1400,12.5300,12.3400,0.0321,0.0165,6M:1 3Y:0,6M:0 3Y:0,6M:1 3Y:1,100.0000,100.0000,3.2125,957.5143,100957.5143,0.0000,0.0000,0.0000,4591.9716,104591.9716,200.0000,200.0000,4.8600,3406.7281,103406.7281,0.3937,0.2325,0.5279,0.6229,0,0
1995569,2024-07-23,34.6300,35.1300,18.0100,0.0144,-0.4799,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,957.5143,100957.5143,0.0000,0.0000,0.0000,4591.9716,104591.9716,0.0000,0.0000,0.0000,3406.7281,103406.7281,0.1432,0.0691,0.4746,0.4393,0,0
1962746,2021-05-06,9.8500,9.7700,7.1000,-0.0081,-0.2792,6M:0 3Y:1,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,-27.9188,929.5955,100929.5955,0.0000,0.0000,0.0000,4591.9716,104591.9716,0.0000,0.0000,0.0000,3406.7281,103406.7281,0.0506,0.1527,0.4638,0.2578,0,0
895728,2016-04-12,9.8100,10.6600,13.0700,0.0866,0.3323,6M:0 3Y:1,6M:1 3Y:1,6M:1 3Y:0,100.0000,100.0000,33.2314,962.8269,100962.8269,200.0000,200.0000,41.8960,4633.8677,104633.8677,100.0000,100.0000,8.6646,3415.3927,103415.3927,0.9568,0.7435,0.6323,0.3048,1,0
1827090,2020-12-11,38.0800,26.3200,16.3700,-0.3088,-0.5701,6M:0 3Y:0,6M:0 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,962.8269,100962.8269,0.0000,0.0000,0.0000,4633.8677,104633.8677,100.0000,100.0000,-30.8824,3384.5104,103384.5104,0.1587,0.0031,0.5083,0.3049,0,0
1899830,2021-03-01,10.1100,9.6800,2.4900,-0.0425,-0.7537,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,962.8269,100962.8269,0.0000,0.0000,0.0000,4633.8677,104633.8677,0.0000,0.0000,0.0000,3384.5104,103384.5104,0.0966,0.0099,0.4652,0.3374,0,0
1840877,2021-03-02,10.0000,9.8400,7.0900,-0.0160,-0.2910,6M:1 3Y:0,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,-1.6000,961.2269,100961.2269,0.0000,0.0000,0.0000,4633.8677,104633.8677,0.0000,0.0000,0.0000,3384.5104,103384.5104,0.1926,0.0085,0.4824,0.2921,0,0
1871745,2021-09-24,10.0700,10.0700,10.5100,0.0000,0.0437,6M:0 3Y:1,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,4.3694,965.5963,100965.5963,0.0000,0.0000,0.0000,4633.8677,104633.8677,0.0000,0.0000,0.0000,3384.5104,103384.5104,0.0010,0.0023,0.4687,0.2467,0,0
1785493,2022-05-18,1.3500,1.3500,0.0600,0.0000,-0.9556,6M:0 3Y:1,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,-95.5556,870.0408,100870.0408,0.0000,0.0000,0.0000,4633.8677,104633.8677,0.0000,0.0000,0.0000,3384.5104,103384.5104,0.1627,0.0203,0.4699,0.2536,0,0
1839412,2022-02-10,9.4400,1.4600,0.0100,-0.8453,-0.9989,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,870.0408,100870.0408,0.0000,0.0000,0.0000,4633.8677,104633.8677,0.0000,0.0000,0.0000,3384.5104,103384.5104,0.0095,0.0022,0.4627,0.1909,0,0
1672013,2016-10-28,15.4600,15.7300,26.8300,0.0175,0.7354,6M:1 3Y:0,6M:1 3Y:0,6M:1 3Y:1,100.0000,100.0000,1.7464,871.7872,100871.7872,100.0000,100.0000,1.7464,4635.6141,104635.6141,200.0000,200.0000,75.2911,3459.8015,103459.8015,0.9731,0.2164,0.5415,0.6439,0,0
1914818,2022-08-23,34496.0000,6540.8000,2.1900,-0.8104,-0.9999,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,871.7872,100871.7872,0.0000,0.0000,0.0000,4635.6141,104635.6141,0.0000,0.0000,0.0000,3459.8015,103459.8015,0.0504,0.0027,0.4568,0.2942,0,0
1842223,2021-03-11,10.1300,9.9500,10.1500,-0.0178,0.0020,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,871.7872,100871.7872,0.0000,0.0000,0.0000,4635.6141,104635.6141,0.0000,0.0000,0.0000,3459.8015,103459.8015,0.0184,0.0003,0.4536,0.1701,0,0
1770088,2020-04-01,55.0000,58.9000,10.8000,0.0709,-0.8036,6M:1 3Y:0,6M:1 3Y:0,6M:1 3Y:0,100.0000,100.0000,7.0909,878.8781,100878.8781,100.0000,100.0000,7.0909,4642.7050,104642.7050,100.0000,100.0000,7.0909,3466.8924,103466.8924,0.9056,0.0049,0.5211,0.3232,1,0
1442620,2009-07-30,501.3000,554.4000,129.6000,0.1059,-0.7415,6M:0 3Y:0,6M:1 3Y:0,6M:1 3Y:1,0.0000,0.0000,0.0000,878.8781,100878.8781,100.0000,100.0000,10.5925,4653.2975,104653.2975,200.0000,200.0000,-63.5548,3403.3376,103403.3376,0.8503,0.3186,0.5528,0.5213,1,0
1899658,2023-04-20,3.1000,0.6000,0.2000,-0.8065,-0.9355,6M:0 3Y:0,6M:0 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,878.8781,100878.8781,0.0000,0.0000,0.0000,4653.2975,104653.2975,0.0000,0.0000,0.0000,3403.3376,103403.3376,0.0560,0.0215,0.4742,0.3934,0,0
1582961,2021-03-24,42.5000,79.6200,39.3000,0.8734,-0.0753,6M:0 3Y:0,6M:1 3Y:0,6M:0 3Y:0,0.0000,0.0000,0.0000,878.8781,100878.8781,100.0000,100.0000,87.3412,4740.6387,104740.6387,0.0000,0.0000,0.0000,3403.3376,103403.3376,0.7592,0.0069,0.4937,0.2046,1,0
1845097,2020-09-29,7.3300,7.3300,2.6300,0.0000,-0.6412,6M:0 3Y:1,6M:0 3Y:0,6M:0 3Y:0,100.0000,100.0000,-64.1201,814.7581,100814.7581,0.0000,0.0000,0.0000,4740.6387,104740.6387,0.0000,0.0000,0.0000,3403.3376,103403.3376,0.4087,0.1107,0.4836,0.2158,0,0
1534525,2012-06-19,593.9400,593.9400,831.5200,0.0000,0.4000,6M:1 3Y:0,6M:0 3Y:1,6M:1 3Y:1,100.0000,100.0000,0.0000,814.7581,100814.7581,100.0000,100.0000,40.0007,4780.6393,104780.6393,200.0000,200.0000,40.0007,3443.3383,103443.3383,0.1012,0.9658,0.5486,0.8154,0,1
1793862,2020-06-05,15.9900,53.6000,5.1900,2.3521,-0.6754,6M:0 3Y:0,6M:1 3Y:0,6M:1 3Y:0,0.0000,0.0000,0.0000,814.7581,100814.7581,100.0000,100.0000,235.2095,5015.8488,105015.8488,100.0000,100.0000,235.2095,3678.5478,103678.5478,0.9325,0.0519,0.5034,0.3039,1,0
